Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_51_541.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_51_564.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_51_592.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_51_611.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_51_639.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_51_674.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_51_694.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_51_723.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_51_744.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_51_772.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_51_795.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_51_820.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_51_840.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_51_861.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_51_888.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_51_908.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_51_928.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_51_949.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_51_968.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_51_990.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_013.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_037.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_057.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_091.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_124.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_158.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_191.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_223.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_248.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_273.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_306.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_330.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_355.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_377.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_407.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_439.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_458.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_490.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_508.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_539.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_572.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_591.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_622.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_657.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_690.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_724.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_757.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_790.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_822.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_843.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_873.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_893.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_922.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_955.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_52_975.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_003.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_038.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_058.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_088.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_121.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_143.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_174.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_207.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_240.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_274.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_307.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_339.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_374.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_408.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_441.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_475.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_508.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_538.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_572.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_606.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_638.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_672.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_706.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_738.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_759.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_787.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_805.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_835.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_870.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_889.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_920.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_954.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_53_973.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_003.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_037.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_057.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_088.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_120.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_145.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_172.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_204.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_228.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_254.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_287.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_305.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_335.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_353.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_386.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_405.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_436.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_457.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_485.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_506.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_535.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_569.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_588.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_621.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_641.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_670.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_703.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_723.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_752.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_786.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_806.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_835.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_870.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_890.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_918.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_938.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_966.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_54_988.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_015.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_034.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_057.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_082.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_102.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_123.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_142.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_164.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_183.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_204.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_232.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_250.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_269.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_301.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_320.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_352.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_372.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_401.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_421.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_452.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_472.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_501.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_525.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_550.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_570.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_592.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_634.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_654.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_673.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_699.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_719.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_739.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_783.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_804.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_834.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_853.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_880.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_903.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_932.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_950.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_973.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_55_996.jpg;0;0;0;0;144.8892;95.50945;359.7169;281.3448;359.6455
